path,key,english,japanese
Audio/english/AudioFile/0/6/0610ed9d,english,Fuck this! It's going down right here!
Audio/english/AudioFile/0/6/06179b8e,english,"I do not read you, Dispatch."
Audio/english/AudioFile/0/6/061be264,english,"*choking, gagging* Somebody shoot it!!"
Audio/english/AudioFile/0/6/061d07a9,english,He's shootin at us!
Audio/english/AudioFile/0/6/0620feb2,english,Gotcha....
Audio/english/AudioFile/0/6/062c9e5c,english,"Marines from Tornado Seven Niner. We're here and looking to engage. I say again, looking to engage."
Audio/english/AudioFile/0/6/062d46f1,english,Keep alert -- suspect is here somewhere.
Audio/english/AudioFile/0/6/063502b5,english,"Hostile down! ZEUS is finished, over."
Audio/english/AudioFile/0/6/06390db1,english,"We've got a red building, repeat, RED."
Audio/english/AudioFile/0/6/0639a6d5,english,Heads up!
Audio/english/AudioFile/0/6/063b809a,english,"Red Crown confirming grid is now cold. Target contact negative, do you copy?"
Audio/english/AudioFile/0/6/063eb7da,english,Big fender bender. Could complicate matters.
Audio/english/AudioFile/0/6/0647e2e7,english,He-he-he-he's back in sight!
Audio/english/AudioFile/0/6/06559855,english,Move! Move!
Audio/english/AudioFile/0/6/06595b7a,english,Call in a duster. We'll coat the entire neighborhood with tox.
Audio/english/AudioFile/0/6/06601408,english,Now what?
Audio/english/AudioFile/0/6/066641a6,english,Heads down!,伏せろ！
Audio/english/AudioFile/0/6/06667247,english,We're going to need that area to be cleared out before the Hammer can get in there. Requesting air strike.,ハマーを乗りつける前にエリアを掃討する必要がありそうだ。 航空支援を要請する。
Audio/english/AudioFile/0/6/066cac51,english,Who are you...?
Audio/english/AudioFile/0/6/066e9567,english,"Got it, Dispatch."
Audio/english/AudioFile/0/6/0670b39a,english,Save that person!
Audio/english/AudioFile/0/6/067a47ff,english,Roger that.
Audio/english/AudioFile/0/6/067acbcd,english,I'm fucked!
Audio/english/AudioFile/0/6/0681bf73,english,"Allie! Oh, my God, ALLIE!? "
Audio/english/AudioFile/0/6/0684025a,english,One for Bulldog.
Audio/english/AudioFile/0/6/068416d3,english,Set up for a sweep. Push everything back! Do it now!,排除準備！ 押し込め！ 今だ！
Audio/english/AudioFile/0/6/068a478a,english,Situation report?
Audio/english/AudioFile/0/6/068b2d54,english,"It's over, Dispatch. Time for a 10-61."
Audio/english/AudioFile/0/6/068d5b2a,english,*scream*
Audio/english/AudioFile/0/6/068e9435,english,"Fire mission is compromised, maneuver."
Audio/english/AudioFile/0/6/06909dc0,english,Kill that fucking thing!
Audio/english/AudioFile/0/6/0691606a,english,Clearing a path!
Audio/english/AudioFile/0/6/0695fec7,english,It's gonna us!
Audio/english/AudioFile/0/6/069a9fd3,english,Set up for a sweep. Push everything back! Do it now!
Audio/english/AudioFile/0/6/069f4f97,english,He looks like he knows something...let's find out what.
Audio/english/AudioFile/0/6/069f83d5,english,Incoming!,来たぞ！
Audio/english/AudioFile/0/6/06a0d8ad,english,"I've had it with you, fucker. STEP DOWN!"
Audio/english/AudioFile/0/6/06a1425e,english,*choke*
Audio/english/AudioFile/0/6/06a4d8c3,english,"Negative, officer."
Audio/english/AudioFile/0/6/06a840a4,english,Clear the area!
Audio/english/AudioFile/0/6/06ad3606,english,Where'd that come from?
Audio/english/AudioFile/0/6/06ad51a9,english,"Hold up, I want to go check on something."
Audio/english/AudioFile/0/6/06aec04f,english,We need a cop!
Audio/english/AudioFile/0/6/06b32de5,english,"Woo, that was close, too close, reconfirm!"
Audio/english/AudioFile/0/6/06b9cdd6,english,"Blackjack Two, heading into Hot Zone."
Audio/english/AudioFile/0/6/06bd0c92,english,Stop him!
Audio/english/AudioFile/0/6/06c65379,english,Four minutes remaining.
Audio/english/AudioFile/0/6/06c85ba2,english,There's a fuckin' carpet of bodies down there.
Audio/english/AudioFile/0/6/06cd55b1,english,"Little busy here, delay comm."
Audio/english/AudioFile/0/6/06ed93c7,english,Ground Team reports fixed and rotary wing are ready to deploy. Clear the elevators and provide covering fire!
Audio/english/AudioFile/0/6/06edd735,english,It's a false frag.
Audio/english/AudioFile/0/6/06f5511a,english,Get out of here!,ここから出て行け！
Audio/english/AudioFile/0/6/06fdd96f,english,"Yes, granted."
Audio/english/AudioFile/0/6/06ff2f23,english,"Dispatch, this is Charlie Nineteen. That's negative."
Audio/english/AudioFile/0/7/07022366,english,"Uploading Strike Team our coordinates, sustain visual."
Audio/english/AudioFile/0/7/0702a57f,english,All bets are off.
Audio/english/AudioFile/0/7/0706ad56,english,Collateral is out of control. Too fucking bad.
Audio/english/AudioFile/0/7/07098d05,english,I'm stuck! Help!
Audio/english/AudioFile/0/7/070d7e85,english,"Yes, carry on."
Audio/english/AudioFile/0/7/070e202f,english,"Hang on, buddy!"
Audio/english/AudioFile/0/7/071bd24b,english,Jesus Christ!
Audio/english/AudioFile/0/7/071c4692,english,Ahhh!
Audio/english/AudioFile/0/7/0720e38e,english,Understood.
Audio/english/AudioFile/0/7/0724b9c4,english,"Everybody, bail-bail-bail!"
Audio/english/AudioFile/0/7/07286a1b,english,"We're operating blind here, Red Crown."
Audio/english/AudioFile/0/7/0728f4d1,english,*argh*
Audio/english/AudioFile/0/7/07309e50,english,"Man, we should get out of here!"
Audio/english/AudioFile/0/7/07394e3a,english,"Red sighting, permission to engage, over."
Audio/english/AudioFile/0/7/073bed5e,english,"Thunder to ground, do you have target in sight? Over."
Audio/english/AudioFile/0/7/0747245a,english,"*grunt, groan* Don't do this!"
Audio/english/AudioFile/0/7/07486d1f,english,I got a line on the target!
Audio/english/AudioFile/0/7/0758bcb3,english,They're coming!.
Audio/english/AudioFile/0/7/075c737a,english,We're deployed. Orders?
Audio/english/AudioFile/0/7/075f1fd1,english,Please! *groan* Stop! *choke*
Audio/english/AudioFile/0/7/07708a72,english,"I've seen this before, stay away!"
Audio/english/AudioFile/0/7/0772ccc3,english,I'll fucking drop you!
Audio/english/AudioFile/0/7/077634b0,english,"I'm not interested, OK?"
Audio/english/AudioFile/0/7/077a3c68,english,Asphalt and horseshit is all I see. Your sector is clear.
Audio/english/AudioFile/0/7/077dbb28,english,Hit it again! Hit it!
Audio/english/AudioFile/0/7/07811041,english,Pursuit orders are belayed.
Audio/english/AudioFile/0/7/07824fb4,english,*argh*
Audio/english/AudioFile/0/7/07866467,english,"Ready Citadel for my return, I'm coming home a victor."
Audio/english/AudioFile/0/7/078a6c04,english,Keep on the alert -- he's gotta be right under us.
Audio/english/AudioFile/0/7/078fd5ae,english,I'm bleeding!
Audio/english/AudioFile/0/7/07903fd9,english,"D-Code Seven reporting operational success, over."
Audio/english/AudioFile/0/7/07a4e84b,english,We got a disturbance.
Audio/english/AudioFile/0/7/07a4ece1,english,*scream*
Audio/english/AudioFile/0/7/07a60fd8,english,Now I know where she is. Time to do something about it.
Audio/english/AudioFile/0/7/07a614af,english,"This is Three Adam Nineteen. Got a positive on the suspect, requesting military support."
Audio/english/AudioFile/0/7/07a70608,english,Belay that command -- that's an enemy combatant! Open fire!
Audio/english/AudioFile/0/7/07a83059,english,Oohhaay! Someone! Help!
Audio/english/AudioFile/0/7/07b70968,english,"Come back with the contact, over."
Audio/english/AudioFile/0/7/07bab376,english,Don't look back!
Audio/english/AudioFile/0/7/07c1c6d6,english,"Strike Boss, deploy. "
Audio/english/AudioFile/0/7/07c8198a,english,This don't look right!
Audio/english/AudioFile/0/7/07d2aeed,english,Bolt!
Audio/english/AudioFile/0/7/07db1bbb,english,"I got burners in the Red Zone. Prepare to eliminate, over."
Audio/english/AudioFile/0/7/07df26b7,english,It's go time.,いくぞ。
Audio/english/AudioFile/0/7/07e199de,english,Roger that.
Audio/english/AudioFile/0/7/07e4d0f5,english,"If this ain't a disaster, it's close enough."
Audio/english/AudioFile/0/7/07e669a0,english,*scream*
Audio/english/AudioFile/0/7/07eeec68,english,No fucking way.
Audio/english/AudioFile/0/7/07ef3946,english,It's a trick! That's Mercer!
Audio/english/AudioFile/0/7/07f14ce4,english,Tactical objective met. Confirm.
Audio/english/AudioFile/0/7/07f48bdc,english,Jesus!
Audio/english/AudioFile/0/7/07fa0566,english,"Masks on, hold tight, air deployed tox is inbound. Anything virally based within a quarter klick is going to regret it."
Audio/english/AudioFile/0/7/07fdfda7,english,Pistol mag! Need a pistol mag!
Audio/english/AudioFile/0/7/07fe508f,english,"All units watch for crossfire on this, it's a fast developing situation."
Audio/english/AudioFile/0/7/07fe720a,english,"That's him, that's him!"
Audio/english/AudioFile/0/8/0816ccb5,english,Call the police!
Audio/english/AudioFile/0/8/0819a34a,english,"10-4, we are at 10-61."
Audio/english/AudioFile/0/8/081bc215,english,"You don't want to do this, please!"
Audio/english/AudioFile/0/8/082174d2,english,Sites reads clear. Standby Echo Team -- I'll be on-site in five.
Audio/english/AudioFile/0/8/082cd07b,english,Hey!
Audio/english/AudioFile/0/8/0831a358,english,I'm dying! Help me!
Audio/english/AudioFile/0/8/08358d26,english,Kill him before he gets that off!
Audio/english/AudioFile/0/8/08434df3,english,Fuck. I've gotta take them out before they find Dana.
Audio/english/AudioFile/0/8/08459f7b,english,"What's going on? Garces, can you see anything!?"
Audio/english/AudioFile/0/8/0849b2e7,english,Hit it again! Hit it!
Audio/english/AudioFile/0/8/0852b5e8,english,"You! It's you, right!"
Audio/english/AudioFile/0/8/08534f0c,english,Get him!
Audio/english/AudioFile/0/8/08552b9a,english,"This is Red Crown, calling off the search protocol, over."
Audio/english/AudioFile/0/8/08586011,english,"Target is absent, repeat, absent, over."
Audio/english/AudioFile/0/8/085fe6dc,english,"ZEUS on scanners, engaging now."
Audio/english/AudioFile/0/8/086148d3,english,So long.
Audio/english/AudioFile/0/8/0868901b,english,"Check your Six, Ground, ZEUS is there somewhere."
Audio/english/AudioFile/0/8/0868d59d,english,Ah -- sucker punch!
Audio/english/AudioFile/0/8/086d657c,english,*screaming*
Audio/english/AudioFile/0/8/086f408c,english,Holy shit!
Audio/english/AudioFile/0/8/0870cafb,english,"Request permission to widen search pattern, over."
Audio/english/AudioFile/0/8/0871e5b6,english,"Targets down, all objectives acquired."
Audio/english/AudioFile/0/8/0875760e,english,Fuck. I look OK?
Audio/english/AudioFile/0/8/087b3967,english,"I don't know what you are, but I'm going to kill you."
Audio/english/AudioFile/0/8/087bd310,english,Brace!
Audio/english/AudioFile/0/8/087e00d8,english,Me? This is ridiculous!
Audio/english/AudioFile/0/8/0883e23f,english,You killed them!
Audio/english/AudioFile/0/8/0893b4e8,english,"What'd you want!? You want me to fuckin' beg? Here, I'll beg, man, please!"
Audio/english/AudioFile/0/8/0893f03b,english,Take 'em down!
Audio/english/AudioFile/0/8/089b6a39,english,He's in the crowd!
Audio/english/AudioFile/0/8/08aa4102,english,"I see him, looks like a male, he doesn't seem injured. That right?"
Audio/english/AudioFile/0/8/08aebded,english,"We're going in to eyeball this, standby."
Audio/english/AudioFile/0/8/08b1bbd3,english,"Target Zone flat and dusty, Red Crown, awaiting update."
Audio/english/AudioFile/0/8/08b43935,english,That's him. Shoot.
Audio/english/AudioFile/0/8/08b88cc4,english,What's the situation in the field?
Audio/english/AudioFile/0/8/08b92e97,english,"Stay close, Marines! Stick together!"
Audio/english/AudioFile/0/8/08be8782,english,"Roger that, officer."
Audio/english/AudioFile/0/8/08c1eb66,english,Motherfucker!
Audio/english/AudioFile/0/8/08d37898,english,"Field Units, report."
Audio/english/AudioFile/0/8/08dc64ce,english,"Move in pairs. Spread out, find it!"
Audio/english/AudioFile/0/8/08df6740,english,"We need a Strike Package here, pronto!"
Audio/english/AudioFile/0/8/08e0f738,english,Dump it! Dump it!
Audio/english/AudioFile/0/8/08e700b1,english,Looks like you can close that one up.
Audio/english/AudioFile/0/8/08e907ca,english,"Point that gun at someone else, pal."
Audio/english/AudioFile/0/8/08f4e4f2,english,Hostile vehicle!
Audio/english/AudioFile/0/8/08f97ab6,english,"Oh, God! Please! Don't kill me!"
Audio/english/AudioFile/0/9/09071bee,english,You OK?
Audio/english/AudioFile/0/9/090781f7,english,This one's too big to cover up.
Audio/english/AudioFile/0/9/090efbf5,english,"I-I-I called the cops. They're, they're on their way."
Audio/english/AudioFile/0/9/09154b67,english,There! I'm positive.
Audio/english/AudioFile/0/9/091918ec,english,This is Red Crown. Units are in assigned grids. Awaiting confirmation on engagement.
Audio/english/AudioFile/0/9/091c4db6,english,Another one?
Audio/english/AudioFile/0/9/09218d0a,english,"Perimeter breach! Rain fire, rain fire! Don’t let it get through."
Audio/english/AudioFile/0/9/0927caf1,english,That's a kill!
Audio/english/AudioFile/0/9/092b0f52,english,Watch your flanks! Move and fire!
Audio/english/AudioFile/0/9/093330bc,english,*sob* The pain!
Audio/english/AudioFile/0/9/09357d0c,english,I don't know. I don't know!
Audio/english/AudioFile/0/9/0935f154,english,There they are! Infected!
Audio/english/AudioFile/0/9/093cfcf4,english,"Friendlies you stupid fuck, friendlies!"
Audio/english/AudioFile/0/9/093e64c4,english,"Got something on our thermal, gonna check, over"
Audio/english/AudioFile/0/9/0941ee68,english,Get going! Go!
Audio/english/AudioFile/0/9/0948f64c,english,"We got 'em running, throw everything at 'em."
Audio/english/AudioFile/0/9/095055d4,english,Check it -- that's the same guy!
Audio/english/AudioFile/0/9/0952f671,english,"Shit! Sustained damage, systems operational!"
Audio/english/AudioFile/0/9/095ea9fb,english,*argh*
Audio/english/AudioFile/0/9/0965c47e,english,Ah! My neck! *groan*
Audio/english/AudioFile/0/9/09687699,english,It's folding!
Audio/english/AudioFile/0/9/096d0c72,english,That's not one of ours!
Audio/english/AudioFile/0/9/0972ab3f,english,"I'm in a shit-storm, delay comm."
Audio/english/AudioFile/0/9/097d1c3c,english,Fire!
Audio/english/AudioFile/0/9/09845794,english,"Ahhh, my leg! "
Audio/english/AudioFile/0/9/0985a4e3,english,"I get the feeling when one of these starts pinging, it'll be too late."
Audio/english/AudioFile/0/9/0986da85,english,Maintain security. Looks like they're thinning out now. 25% tox remaining. Standby.
Audio/english/AudioFile/0/9/098ca81d,english,"Field Commander, Red Crown requesting status, over."
Audio/english/AudioFile/0/9/098f3ffc,english,Guns down! Friendlies!
Audio/english/AudioFile/0/9/098fdf72,english,Zone is sanitized.
Audio/english/AudioFile/0/9/09976628,english,Bag it and get it back to HQ.
Audio/english/AudioFile/0/9/0998326e,english,"We need close support at my Twenty. Ghost Twelve, do you receive me, over?"
Audio/english/AudioFile/0/9/099d639a,english,I have ground confirmation of contacts to your south.
Audio/english/AudioFile/0/9/09a00f67,english,Find cover ground. Incoming!
Audio/english/AudioFile/0/9/09a6bfd8,english,You don't want to do this! Please!
Audio/english/AudioFile/0/9/09a98070,english,There! Right there!
Audio/english/AudioFile/0/9/09a9bf3b,english,Voodoo hit! Voodoo hit!
Audio/english/AudioFile/0/9/09aaee18,english,"Just shut up, shut up."
Audio/english/AudioFile/0/9/09ad0109,english,"Confirm, target status, over. "
Audio/english/AudioFile/0/9/09b08eb0,english,God and baby Jesus.
Audio/english/AudioFile/0/9/09b58024,english,They'll hit us!
Audio/english/AudioFile/0/9/09be24e2,english,"Confirmed, target down in the Kill Zone."
Audio/english/AudioFile/0/9/09c1db32,english,I'm not the killer!
